ID,Name,Sinhala Name,Author,Author Sinhala Name,Translator,Translator Sinhala Name,Language,Category,Tags
663,"Handawe Hewaneli","Handawe Hewaneli","Badraji Mahinda Jayathilaka","භද්‍රජී මහින්ද ජයතිලක","","","Sinhala","Sinhala Novel","Novel"
662,"Pransha Pemwatha","Pransha Pemwatha","Shamel Jayakody","ශමෙල් ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
661,"Sooriya kanda pamula","Sooriya kanda pamula","Tenison Perera","ටෙනිසන් පෙරේරා","","","Sinhala","Sinhala Novel","Novel"
660,"Ilanga Kella","Ilanga Kella","Bharatha Prabashana Tennakoon","භාරත ප්‍රභාෂණ තෙන්නකෝන්","","","Sinhala","Sinhala Novel","Novel"
659,"Handa Paluwa Thani Tharuwa","Handa Paluwa Thani Tharuwa","Nissanka Wijemanna","නිශ්ශංක විජේමාන්න","","","Sinhala","Sinhala Novel","Novel"
658,"Ghathanayata Pera","Ghathanayata Pera","Henry Warnakulasooriya","හෙන්රි වර්ණකුලසූරිය","","","Sinhala","Sinhala Novel","Novel"
657,"Nil Mal Wil","Nil Mal Wil","Madawala S Rathnayaka","මඩවල එස් රත්නායක","","","Sinhala","Sinhala Novel","Novel"
656,"Asandhimitta","Asandhimitta","Saman Wickramarachchi","සමන් වික්‍රමාරච්චි","","","Sinhala","Sinhala Novel","Novel"
655,"Thunman Handiya","Thunman Handiya","Mahagama Sekara","මහගම සේකර","","","Sinhala","Sinhala Novel","Novel"
654,"Jalagelma","Jalagelma","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Sinhala Novel","Novel"
653,"Deshadrohiyage Nirmala hardaya","Deshadrohiyage Nirmala hardaya","Tharangani Rasika Fernando","තරංගනී රසිකා ප්‍රනාන්දු","","","Sinhala","Sinhala Novel","Novel"
652,"Asamajjathi Adaraya","Asamajjathi Adaraya","Baratha Prabashana Tennakoon","භාරත ප්‍රභාෂණ තෙන්නකෝන්","","","Sinhala","Sinhala Novel","Novel"
651,"Sonduru Kelambiyana","Sonduru Kelambiyana","Nammuni k Dayarathna","නම්මුනි කේ දයාරත්න","","","Sinhala","Sinhala Novel","Novel"
650,"Mage Kulundul Pemwathiya","Mage Kulundul Pemwathiya","Upul Shantha Sannasgala","උපුල් ශාන්ත සන්නස්ගල","","","Sinhala","Sinhala Novel","Novel"
649,"Wassana Sihinaya","Wassana Sihinaya","Upul Shantha Sannasgala","උපුල් ශාන්ත සන්නස්ගල","","","Sinhala","Sinhala Novel","Novel"
648,"Sudu Sewanelli","Sudu Sewanelli","Piyadasa Welikannage","පියදාස වෙලිකන්නගේ","","","Sinhala","Sinhala Novel","Novel"
647,"Kathalugala Andaraya","Kathalugala Andaraya","Badraji Mahinda Jayathilaka","භද්‍රජී මහින්ද ජයතිලක","","","Sinhala","Sinhala Novel","Novel"
646,"Wanna Dasi","Wanna Dasi","Kathyana Amarasinghe","කත්‍යන අමරසිංහ","","","Sinhala","Sinhala Novel","Novel"
645,"Sapekshani  2","Sapekshani  2","Simon Nawagattegama","සයිමන් නවගත්තේගම","","","Sinhala","Sinhala Novel","Novel"
644,"Vilasiniyakage Premaya","Vilasiniyakage Premaya","Simon Nawagattegama","සයිමන් නවගත්තේගම","","","Sinhala","Sinhala Novel","Novel"
643,"Kseera sagaraya  kelambina","Kseera sagaraya  kelambina","Simon Nawagattegama","සයිමන් නවගත්තේගම","","","Sinhala","Sinhala Novel","Novel"
642,"Dadayakkarayage Kathawa","Dadayakkarayage Kathawa","Simon Nawagattegama","සයිමන් නවගත්තේගම","","","Sinhala","Sinhala Novel","Novel"
641,"Ksema Bumiya","Ksema Bumiya","Iylin Siriwatdana","අයිලින් සිරිවත්තන","","","Sinhala","Sinhala Novel","Novel"
640,"Yuga Makara","Yuga Makara","Abayarathna Weerasinghe","අබයරත්න වීරසිංහ","","","Sinhala","Sinhala Novel","Novel"
639,"Manikkawatha","Manikkawatha","Mahinda Prasad Masimbula","මහින්ද ප්‍රසාද මසිඹුල","","","Sinhala","Sinhala Novel","Novel"
638,"Gini Awi Saha Ginikeli","Gini Awi Saha Ginikeli","Anura Horeshsas","අනුර හොරේශ්සස්","","","Sinhala","Sinhala Novel","Novel"
637,"Mawbima Ahimiwa","Mawbima Ahimiwa","Jayarathna Kodippily","ජයරත්න කොඩිප්පිලි","","","Sinhala","Sinhala Novel","Novel"
636,"Yuganthaya","Yuganthaya","Martin Wickramasinghe","මාර්ටින් වික්‍රමසිංහ","","","Sinhala","Sinhala Novel","Novel"
635,"Wiragaya","Wiragaya","Martin Wickramasinghe","මාර්ටින් වික්‍රමසිංහ","","","Sinhala","Sinhala Novel","Novel"
634,"Paada yathra","Paada yathra","Erick Ilayaparachchi","එරික් ඉලයප්ආරච්චි","","","Sinhala","Sinhala Novel","Novel"
633,"Rajantharaya","Rajantharaya","Wimal Hapugoda Arachchi","විමල් හපුගොඩ ආරච්චි","","","Sinhala","Sinhala Novel","Novel"
632,"Sathpurusa","Sathpurusa","Chamminda Welagedara","චම්මින්ද වෙලගෙදර","","","Sinhala","Sinhala Novel","Novel"
631,"Pathi Puja","Pathi Puja","S.K.Perera","එස්.කේ.පෙරේරා","","","Sinhala","Sinhala Novel","Novel"
630,"Sakkaran","Sakkaran","Chamminda Welagedara","චම්මින්ද වෙලගෙදර","","","Sinhala","Sinhala Novel","Novel"
629,"Paradesi","Paradesi","Erick Ilayaparachchi","එරික් ඉලයප්ආරච්චි","","","Sinhala","Sinhala Novel","Novel"
628,"Raoul Wallenberg","Raoul Wallenberg","Priyanwada.M.Banduwardana","Priyanwada.M.Banduwardana","","","Sinhala","Sinhala Novel","Novel"
627,"Ahambakaraka","Ahambakaraka","Liyanage Amarakeerthi","ලියනගේ අමරකීර්ති","","","Sinhala","Sinhala Novel","Novel"
626,"Thara Mage Dewduwa","Thara Mage Dewduwa","Nishshanka Wijemanna","නිශ්ශංක විජේමාන්න","","","Sinhala","Sinhala Novel","Novel"
625,"Swayanjatha","Swayanjatha","Samaraweera Wijayasinghe","සමරවීර විජයසිංහ","","","Sinhala","Sinhala Novel","Novel"
624,"Baththalangunduwa","Baththalangunduwa","Manjula Wediwardana","මංජුල වෙඩිවර්ධන","","","Sinhala","Sinhala Novel","Novel"
623,"Ada Mahaththaya","Ada Mahaththaya","Ashoka Piyarathne","අශෝක පියරත්න","","","Sinhala","Sinhala Novel","Novel"
622,"Rankaraduwa","Rankaraduwa","Batuwangala Rahula Himi","බටුවංගල රාහුල හිමි","","","Sinhala","Sinhala Novel","Novel"
621,"Dehi","Dehi","Tharaka Wasalamudaliarachchi","තාරක වාසලමුදලිආරච්චි","","","Sinhala","Sinhala Novel","Novel"
620,"wehibiththara","wehibiththara","Gamini Kandhepola","ගාමිණී කන්දේපොල","","","Sinhala","Sinhala Novel","Novel"
619,"Bedhamariya","Bedhamariya","Anurasiri Hettige","අනුරසිරි හෙට්ටිගේ","","","Sinhala","Sinhala Novel","Novel"
618,"Willarawadiya","Willarawadiya","Henry Warnakulasooriya","හෙන්රි වර්ණකුලසූරිය","","","Sinhala","Sinhala Novel","Novel"
617,"Doolwala Alankare","Doolwala Alankare","Sumudu Niragi Senewirathne","සුමුදු නිරාගි සෙනෙවිරත්න","","","Sinhala","Sinhala Novel","Novel"
616,"Shashthru","Shashthru","Ajith Perakum Jayasinghe","අජිත් පැරකුම් ජයසිංහ","","","Sinhala","Sinhala Novel","Novel"
615,"Malaunge Awurududa","Malaunge Awurududa","Ediriweera Sarachchandra","එදිරිවීර සරච්චන්ද්‍ර","","","Sinhala","Sinhala Novel","Novel"
614,"Malagiya Aththo","Malagiya Aththo","Ediriweera Sarachchandra","එදිරිවීර සරච්චන්ද්‍ර","","","Sinhala","Sinhala Novel","Novel"
613,"Kanimadala Ginigathda","Kanimadala Ginigathda","Chandrarathna Bandara","චන්ද්‍රරත්න බණ්ඩාර","","","Sinhala","Sinhala Novel","Novel"
612,"Akkara Paha","Akkara Paha","Madawala S Rathnayaka","මඩවල එස් රත්නායක","","","Sinhala","Sinhala Novel","Novel"
611,"Ohuge Kathawa","Ohuge Kathawa","Simon Nawagattegama","සයිමන් නවගත්තේගම","","","Sinhala","Sinhala Novel","Novel"
610,"Agamehesiya","Agamehesiya","Jayakodi Senavirathne","ජයකොඩි සෙනවිරත්න","","","Sinhala","Sinhala Novel","Novel"
609,"Raigam Puttu","Raigam Puttu","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
608,"Sath Sayura","Sath Sayura","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
607,"Debayo","Debayo","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
606,"Katu kohila kotuwa","Katu kohila kotuwa","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
605,"Manussa Athma","Manussa Athma","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
604,"Maha Mihidu Himi","Maha Mihidu Himi","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
603,"Parasathuro","Parasathuro","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
602,"Maha Anada Himi","Maha Anada Himi","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
601,"Gothama Geethaya","Gothama Geethaya","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
600,"Amawessa","Amawessa","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
599,"Nuraginna","Nuraginna","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
598,"Yugayen Yugaya","Yugayen Yugaya","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
597,"Thera Taraniya","Thera Taraniya","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
596,"Sudu Neluma","Sudu Neluma","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
595,"Sil suwanda","Sil suwanda","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
594,"Pinketha","Pinketha","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
593,"Upeka","Upeka","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
592,"Mahamera","Mahamera","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
591,"Araliya Mal Aramaya","Araliya Mal Aramaya","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
590,"Pichcha Mala","Pichcha Mala","Jayasena Jayakody","ජයසේන ජයකොඩි","","","Sinhala","Sinhala Novel","Novel"
589,"Netuma","Netuma","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Sinhala Short Stories","Short Stories"
588,"Seneli Piyum","Seneli Piyum","Anil herath","අනිල් හේරත්","","","Sinhala","Sinhala Short Stories","Short Stories"
587,"Hithuwakkari","Hithuwakkari","H.B Gunarathne","එච් බී ගුණරත්න","","","Sinhala","Sinhala Short Stories","Short Stories"
586,"Alandara","Alandara","Sunethra Rajakarunanayaka","සුනේත්‍රා රාජකරුණානායක","","","Sinhala","Sinhala Short Stories","Short Stories"
585,"Dustakame sawundarya","Dustakame sawundarya","Manjula Wediwardana","මංජුල වෙඩිවර්ධන","","","Sinhala","Sinhala Short Stories","Short Stories"
584,"Athathwika ketikatha hathak","Athathwika ketikatha hathak","K. Jayathilaka","කේ ජයතිලක","","","Sinhala","Sinhala Short Stories","Short Stories"
583,"Gammiris","Gammiris","Kanchana Amilani","කාංචනා අමිලානි","","","Sinhala","Sinhala Short Stories","Short Stories"
582,"Suneth Kanthage Sokanthaya","Suneth Kanthage Sokanthaya","Sudarsana Samaraweera","සුදර්ශන සමරවීර","","","Sinhala","Sinhala Short Stories","Short Stories"
581,"Dethi roden Upan Budun","Dethi roden Upan Budun","Tenison Perera","ටෙනිසන් පෙරේරා","","","Sinhala","Sinhala Short Stories","Short Stories"
580,"Cheena Yeheliya","Cheena Yeheliya","Chandana Mendis","චන්දන මෙන්ඩිස්","","","Sinhala","Sinhala Short Stories","Short Stories"
579,"Kumbiya nam Dolekka Wadakaya","Kumbiya nam Dolekka Wadakaya","Kamal Perera","කමල් පෙරේරා","","","Sinhala","Sinhala Short Stories","Short Stories"
578,"Bawa Thimira","Bawa Thimira","A.V.Suraweera","ඒ.වී.සුරවීර","","","Sinhala","Sinhala Short Stories","Short Stories"
577,"Naraka Minisekuge Kathawak","Naraka Minisekuge Kathawak","D.p.Samarasinghe","ඩී.පී.සමරසිංහ","","","Sinhala","Sinhala Short Stories","Short Stories"
576,"Sende Sakmanaka Sehelluwa","Sende Sakmanaka Sehelluwa","Piyal Kariyawasam","පියල් කාරියවසම්","","","Sinhala","Sinhala Short Stories","Short Stories"
575,"Pedi Diyata Boradiya","Pedi Diyata Boradiya","A.V.Suraweera","ඒ.වී.සුරවීර","","","Sinhala","Sinhala Short Stories","Short Stories"
574,"Mithuriya","Mithuriya","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Sinhala Short Stories","Short Stories"
573,"Diwya puthraya","Diwya puthraya","Chandrasena Thalangama","චන්ද්‍රසේන තලංගම","","","Sinhala","Sinhala Short Stories","Short Stories"
572,"4 weni jayasingha","4 weni jayasingha","Samitha B.","සමිත බී.","","","Sinhala","Sinhala Short Stories","Short Stories"
571,"Peethara","Peethara","Mahagama Sekara","මහගම සේකර","","","Sinhala","Sinhala Short Stories","Short Stories"
570,"Jivithaya Wenas Karana katha 2","Jivithaya Wenas Karana katha 2","Kelum Weligama","කැලුම් වැලිගම","","","Sinhala","Sinhala Short Stories","Short Stories"
569,"Jivithaya Wenas Karana katha","Jivithaya Wenas Karana katha","Kelum Weligama","කැලුම් වැලිගම","","","Sinhala","Sinhala Short Stories","Short Stories"
568,"Yudabimaka Wedamahima","Yudabimaka Wedamahima","Pethum Karnar","පෙතුම් කර්නර්","","","Sinhala","Sinhala Short Stories","Short Stories"
567,"Asiri Sirini 2","Asiri Sirini 2","Hemanthi Samarajiwa","හේමන්ති සමරජීව","","","Sinhala","Sinhala Short Stories","Short Stories"
566,"Asiri Sirini","Asiri Sirini","Hemanthi Samarajiwa","හේමන්ති සමරජීව","","","Sinhala","Sinhala Short Stories","Short Stories"
565,"Utthamavi","Utthamavi","Sudaraj","සුදාරාජ්","","","Sinhala","Sinhala Short Stories","Short Stories"
564,"Duppathun Nethi Lokaya","Duppathun Nethi Lokaya","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Sinhala Short Stories","Short Stories"
563,"Yakadaya","Yakadaya","Ubaya Weerasinghe","උබය වීරසිංහ","","","Sinhala","Sinhala Short Stories","Short Stories"
562,"Ekiriyan Kumbura","Ekiriyan Kumbura","D.A.N.Senarathne","ඩී.ඒ.එන්.සේනාරත්න","","","Sinhala","Sinhala Short Stories","Short Stories"
561,"Atan Pahura","Atan Pahura","Dharma sri Gunadasa","ධර්ම ශ්‍රී ගුණදාස","","","Sinhala","Sinhala Short Stories","Short Stories"
560,"Aabaranella","Aabaranella","Sunanda Mahendra","සුනන්ද මහේන්ද්‍ර","","","Sinhala","Sinhala Short Stories","Short Stories"
559,"Demala Ketikatha","Demala Ketikatha","T. Kanakarathnam","ටී කනකරත්නම්","","","Sinhala","Sinhala Short Stories","Short Stories"
558,"Handa saakki kima","Handa saakki kima","Martin Wickramasinghe","මාර්ටින් වික්‍රමසිංහ","","","Sinhala","Sinhala Short Stories","Short Stories"
557,"Wahallu","Wahallu","Martin Wickramasinghe","මාර්ටින් වික්‍රමසිංහ","","","Sinhala","Sinhala Short Stories","Short Stories"
556,"Rathu Rosa Mala","Rathu Rosa Mala","Gunadasa Amarasekara","ගුණදාස අමරසේකර","","","Sinhala","Sinhala Short Stories","Short Stories"
555,"Thilaka Sitha 2","Thilaka Sitha 2","Thilakasiri Ekanayaka","තිලකසිරි ඒකනායක","","","Sinhala","Sinhala Short Stories","Short Stories"
554,"Thilaka Sitha","Thilaka Sitha","Thilakasiri Ekanayaka","තිලකසිරි ඒකනායක","","","Sinhala","Sinhala Short Stories","Short Stories"
553,"Anith Kona","Anith Kona","Bodhini Samarathunga","බෝධිනී සමරතුංග","","","Sinhala","Sinhala Short Stories","Short Stories"
552,"Muwa Meru Salamon","Muwa Meru Salamon","Nishshanka Wijemanna","නිශ්ශංක විජේමාන්න","","","Sinhala","Sinhala Short Stories","Short Stories"
551,"Ekolaha","Ekolaha","Jayathilake Kammalweera","ජයතිලක කම්මල්වීර","","","Sinhala","Sinhala Short Stories","Short Stories"
550,"Paliganeema","Paliganeema","G.B. Senanayaka","ජී.බී. සේනානායක","","","Sinhala","Sinhala Short Stories","Short Stories"
549,"Goduru Loba","Goduru Loba","A.V.Suraweera","ඒ.වී.සුරවීර","","","Sinhala","Sinhala Short Stories","Short Stories"
548,"Husma Ganna Akuru","Husma Ganna Akuru","Ranjith Kumara Samarakoon","රංජිත් කුමාර සමරකෝන්","","","Sinhala","Sinhala Short Stories","Short Stories"
547,"Dimiya","Dimiya","Anurasiri Hettige","අනුරසිරි හෙට්ටිගේ","","","Sinhala","Sinhala Short Stories","Short Stories"
546,"Kuriru Surangana Kathawak","Kuriru Surangana Kathawak","Piyal Kariyawasam","පියල් කාරියවසම්","","","Sinhala","Sinhala Short Stories","Short Stories"
545,"Nil Rawla saha Thawath grim Katha","Nil Rawla saha Thawath grim Katha","Grim brothers","දරුණු සහෝදරයෝ","Kasun irugal Bandara","කසුන් ඉරුගල් බණ්ඩාර","Sinhala","English Children's Stories",""
544,"Lama lowe sawariya","Lama lowe sawariya","Chandra Darmadasa","චන්ද්‍රා දර්මදාස","","","Sinhala","English Children's Stories",""
543,"Yapahath Yathrikaya","Yapahath Yathrikaya","Captain meriate","කැප්ටන් මෙරියට්","Ananda Kumara","ආනන්ද කුමාර","Sinhala","English Children's Stories",""
542,"Sandawathiya Polawata ei","Sandawathiya Polawata ei","K,k Samankumara","කේ, කේ සමන්කුමාර","","","Sinhala","English Children's Stories",""
541,"Lama Hapannu","Lama Hapannu","Rajendra Bandara","රාජේන්ද්‍ර බණ්ඩාර","","","Sinhala","English Children's Stories",""
540,"Hina Yana Kathawak","Hina Yana Kathawak","Samarasinghe Gunasekara","සමරසිංහ ගුණසේකර","","","Sinhala","English Children's Stories",""
539,"Wana gatha Lamo","Wana gatha Lamo","Don Peter","දොන් පීටර්","","","Sinhala","English Children's Stories",""
538,"Nikithiyamos","Nikithiyamos","Niranjaya Rathnayaka","නිරංජය රත්නායක","","","Sinhala","English Children's Stories",""
537,"Japan Ginisiluwa","Japan Ginisiluwa","","","Gamini Samarakoon","ගාමිණී සමරකෝන්","Sinhala","English Children's Stories",""
536,"Golu Deriya","Golu Deriya","Chandrarathna Manawasinghe","චන්ද්‍රරත්න මානවසිංහ","","","Sinhala","English Children's Stories",""
535,"Thilaka ha Thilakaa","Thilaka ha Thilakaa","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","English Children's Stories",""
534,"Thilaka","Thilaka","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","English Children's Stories",""
533,"vilambeetha","vilambeetha","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","English Children's Stories",""
532,"Shissathwaya","Shissathwaya","T.B. Ilangarathna","ටී.බී. ඉලංගරත්න","","","Sinhala","English Children's Stories",""
531,"Abirhas Dupathe Nidhanaya","Abirhas Dupathe Nidhanaya","Chandana Mendis","චන්දන මෙන්ඩිස්","","","Sinhala","English Children's Stories",""
530,"Nil Diyamanthi Abirahasa","Nil Diyamanthi Abirahasa","Chandana Mendis","චන්දන මෙන්ඩිස්","","","Sinhala","English Children's Stories",""
529,"Maya Kele Haskam","Maya Kele Haskam","Enid Blyton","ඊනිඞ් බ්ලයිටන්","Nadee Kammlaweera","නදී කම්මලවීර","Sinhala","English Children's Stories",""
528,"Huckleberryge Hapankam","Huckleberryge Hapankam","Mark Twain","මාර්ක් ටුවෙන්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Children's Stories",""
527,"Tom Sawyer","Tom Sawyer","Mark Twain","මාර්ක් ටුවෙන්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Children's Stories",""
526,"Moko","Moko","Jostein Gaarder","ජොස්ටේන් ගාඩර්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
525,"Kochchiye lamai","Kochchiye lamai","Edith Nesbit","ඊඩිත් නෙස්බිට්","Chandra Anagirathna","චන්ද්‍ර අනගිරත්න","Sinhala","English Children's Stories",""
524,"Sonduru Bale Gewunu Kale","Sonduru Bale Gewunu Kale","Alexander Rasking","ඇලෙක්සැන්ඩර් රස්කිං","Randika Ranaweera","රන්දික රණවීර","Sinhala","English Children's Stories",""
523,"Harry Potter Saha Maya Gala","Harry Potter Saha Maya Gala","J.K.Rowling","J.K.Rowling","Abaya Hewawasam","අභය හේවාවසම්","Sinhala","English Children's Stories",""
522,"Wanduru Wesmuhuna","Wanduru Wesmuhuna","Franklin W Dixon","ෆ්‍රෑන්ක්ලින් ඩබ්ලිව්. ඩික්සන්","Leelananda Gamachchi","ලීලානන්ද ගමාච්චි","Sinhala","English Children's Stories",""
521,"Sengawunu Deshaya","Sengawunu Deshaya","Willard Price","විලාඩ් ප්‍රයිස්","Ariyananda Dombagahawatta","ආරියනන්ද දොඹගහවත්ත","Sinhala","English Children's Stories",""
520,"Punchi Weerayo 7","Punchi Weerayo 7","Enid Blyton","ඊනිඞ් බ්ලයිටන්","Leelananda Gamachchi","ලීලානන්ද ගමාච්චි","Sinhala","English Children's Stories",""
519,"Punchi Weerayo 1","Punchi Weerayo 1","Enid Blyton","ඊනිඞ් බ්ලයිටන්","Leelananda Gamachchi","ලීලානන්ද ගමාච්චි","Sinhala","English Children's Stories",""
518,"Omochi for new year","Omochi for new year","","","Kusuma Karunarathne","කුසුමා කරුණාරත්න","Sinhala","English Children's Stories",""
517,"Issunboshi","Issunboshi","","","Chandra Munasingha","චන්ද්‍රා මුණසිංහ","Sinhala","English Children's Stories",""
516,"Tharuna weerayo 1","Tharuna weerayo 1","Franklin W Dixon","ෆ්‍රෑන්ක්ලින් ඩබ්ලිව්. ඩික්සන්","Leelananda Gamarachchi","ලීලානන්ද ගමආරච්චි","Sinhala","English Children's Stories",""
515,"Alice in wanderland","Alice in wanderland","Lewis Carol","ලුවිස් කැරොල්","Sudas maskorala","සුදාස් මස්කෝරාල","Sinhala","English Children's Stories",""
514,"Billy and minipinks","Billy and minipinks","Roald dhal","රෝල් පරිප්පු","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
513,"Hari puduma skole","Hari puduma skole","Tetsuko kuroyanagi","ටෙට්සුකෝ කුරෝයනගි","Leelananda Gamarachchi","ලීලානන්ද ගමආරච්චි","Sinhala","English Children's Stories",""
512,"Yoda pawle agutumitta","Yoda pawle agutumitta","Muncle trogg","මන්කල් ට්‍රොග්","Gunathilake Matiyage","ගුණතිලක මැටියගේ","Sinhala","English Children's Stories",""
511,"Nithyage scoole","Nithyage scoole","Nicholay Nosol","නිකොලායි නොසෝල්","Mahinda Senarath Gamage","මහින්ද සෙනරත් ගමගේ","Sinhala","English Children's Stories",""
510,"Gedara yana atharamaga","Gedara yana atharamaga","Loara Engels Wilder","ලෝරා එංගල්ස් වයිල්ඩර්","Ganga Niroshini Suduwelikanda","ගංගා නිරෝෂිණී සුදුවැලිකන්ද","Sinhala","English Children's Stories",""
509,"Lonnaberiye Emil","Lonnaberiye Emil","Astrid Lindgren","ඇස්ට්‍රිඩ් ලින්ඩ්ග්‍රන්","Vijitha Gunarathne","විජිත ගුණරත්න","Sinhala","English Children's Stories",""
508,"Kochchi gedara daruwo","Kochchi gedara daruwo","Gertrude warner","ගර්ට්රූඩ් අනතුරු ඇඟවීම","Sudath Rohan","සුදත් රෝහණ","Sinhala","English Children's Stories",""
507,"Napurau palakayo 3den","Napurau palakayo 3den","Yuri olesha","යූරි ඔලේෂා","Dedigama V.Rudrigu","දැදිගම වී.රුද්රිගු","Sinhala","English Children's Stories",""
506,"Lassana wasilissa","Lassana wasilissa","Alexader Appasave","ඇලෙක්සැඩර් අප්පසාවේ","Dedigama V.Rudrigu","දැදිගම වී.රුද්රිගු","Sinhala","English Children's Stories",""
505,"Chokalat una","Chokalat una","Robert Kimmel Smith","රොබට් කිමෙල් ස්මිත්","S. Ruwinika Perera","එස්.රුවිනිකා පෙරේරා","Sinhala","English Children's Stories",""
504,"Ladaruwiye Katha","Ladaruwiye Katha","Roald Dahl","රෝල්ඞ් ඩාල්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
503,"Seeya palayayi","Seeya palayayi","Devid williams","ඩෙවිඩ් විලියම්ස්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
502,"Mediyam Re kalliya","Mediyam Re kalliya","Devid williams","ඩෙවිඩ් විලියම්ස්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
501,"Biliyaneyar joe","Biliyaneyar joe","Devid williams","ඩෙවිඩ් විලියම්ස්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
500,"Pissu Gedara Eththo","Pissu Gedara Eththo","Roald Dahl","රෝල්ඞ් ඩාල්","Sudath Rohan","සුදත් රෝහණ","Sinhala","English Children's Stories",""
499,"Aruma Puduma Peech Gediya","Aruma Puduma Peech Gediya","Roald Dahl","රෝල්ඞ් ඩාල්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
498,"Narihamige Apuru weda","Narihamige Apuru weda","Roald Dahl","රෝල්ඞ් ඩාල්","Melani Amarasooriya","මෙලනි අමරසූරිය","Sinhala","English Children's Stories",""
497,"Punchi Mejikkari","Punchi Mejikkari","Roald Dahl","රෝල්ඞ් ඩාල්","Upali Ubayasekara","උපාලි උපයසේකර","Sinhala","English Children's Stories",""
496,"Jirapui, Pelyi, Mayi","Jirapui, Pelyi, Mayi","Roald Dahl","රෝල්ඞ් ඩාල්","Thompson A. Wendabona","තොම්සන් ඒ වෙන්ඩබෝනා","Sinhala","English Children's Stories",""
495,"Mamiyo","Mamiyo","Roald Dahl","රෝල්ඞ් ඩාල්","S.Nandalal","එස්. නන්දලාල්","Sinhala","English Children's Stories",""
494,"Mayakariyo","Mayakariyo","Roald Dahl","රෝල්ඞ් ඩාල්","Samarsinghe Gunasekara","සමරසිංහ ගුණසේකර","Sinhala","English Children's Stories",""
493,"Nomekena Mathaka satahan","Nomekena Mathaka satahan","Roald Dahl","රෝල්ඞ් ඩාල්","Crisanthi Vitharana","ක්‍රිසන්ති විතාරණ","Sinhala","English Children's Stories",""
492,"Georg ge Aruma Puduma Beheth Vadiya","Georg ge Aruma Puduma Beheth Vadiya","Roald Dahl","රෝල්ඞ් ඩාල්","Samarsinghe Gunasekara","සමරසිංහ ගුණසේකර","Sinhala","English Children's Stories",""
491,"Ibbekuge Kathawa","Ibbekuge Kathawa","Roald Dahl","රෝල්ඞ් ඩාල්","Thompson A. Wendabona","තොම්සන් ඒ වෙන්ඩබෝනා","Sinhala","English Children's Stories",""
